market,matchup,side,player,line,expected,model_prob_over
pitcher_ks,SF@TB,AWAY,Tyler Mahle,4.5,2.65,0.1293
pitcher_ks,SF@TB,AWAY,Tyler Mahle,5.5,2.65,0.0526
pitcher_ks,SF@TB,AWAY,Tyler Mahle,6.5,2.65,0.0187
pitcher_ks,SF@TB,AWAY,Tyler Mahle,7.5,2.65,0.0059
pitcher_ks,SF@TB,HOME,Steven Matz,4.5,2.52,0.1115
pitcher_ks,SF@TB,HOME,Steven Matz,5.5,2.52,0.0433
pitcher_ks,SF@TB,HOME,Steven Matz,6.5,2.52,0.0147
pitcher_ks,SF@TB,HOME,Steven Matz,7.5,2.52,0.0044
pitcher_ks,PHI@MIA,AWAY,Jesús Luzardo,4.5,3.71,0.3148
pitcher_ks,PHI@MIA,AWAY,Jesús Luzardo,5.5,3.71,0.1714
pitcher_ks,PHI@MIA,AWAY,Jesús Luzardo,6.5,3.71,0.0827
pitcher_ks,PHI@MIA,AWAY,Jesús Luzardo,7.5,3.71,0.0357
pitcher_ks,PHI@MIA,HOME,Chris Paddack,4.5,2.88,0.1656
pitcher_ks,PHI@MIA,HOME,Chris Paddack,5.5,2.88,0.0727
pitcher_ks,PHI@MIA,HOME,Chris Paddack,6.5,2.88,0.028
pitcher_ks,PHI@MIA,HOME,Chris Paddack,7.5,2.88,0.0096
pitcher_ks,LAD@STL,AWAY,Justin Wrobleski,4.5,2.26,0.0793
pitcher_ks,LAD@STL,AWAY,Justin Wrobleski,5.5,2.26,0.0279
pitcher_ks,LAD@STL,AWAY,Justin Wrobleski,6.5,2.26,0.0086
pitcher_ks,LAD@STL,AWAY,Justin Wrobleski,7.5,2.26,0.0023
pitcher_ks,LAD@STL,HOME,Dustin May,4.5,2.08,0.0604
pitcher_ks,LAD@STL,HOME,Dustin May,5.5,2.08,0.0197
pitcher_ks,LAD@STL,HOME,Dustin May,6.5,2.08,0.0056
pitcher_ks,LAD@STL,HOME,Dustin May,7.5,2.08,0.0014
pitcher_ks,AZ@CHC,AWAY,Merrill Kelly,4.5,1.74,0.0319
pitcher_ks,AZ@CHC,AWAY,Merrill Kelly,5.5,1.74,0.0088
pitcher_ks,AZ@CHC,AWAY,Merrill Kelly,6.5,1.74,0.0021
pitcher_ks,AZ@CHC,AWAY,Merrill Kelly,7.5,1.74,0.0004
pitcher_ks,AZ@CHC,HOME,Matthew Boyd,4.5,3.48,0.2713
pitcher_ks,AZ@CHC,HOME,Matthew Boyd,5.5,3.48,0.1401
pitcher_ks,AZ@CHC,HOME,Matthew Boyd,6.5,3.48,0.064
pitcher_ks,AZ@CHC,HOME,Matthew Boyd,7.5,3.48,0.0261
pitcher_ks,ATL@COL,HOME,Kyle Freeland,4.5,2.36,0.0912
pitcher_ks,ATL@COL,HOME,Kyle Freeland,5.5,2.36,0.0334
pitcher_ks,ATL@COL,HOME,Kyle Freeland,6.5,2.36,0.0107
pitcher_ks,ATL@COL,HOME,Kyle Freeland,7.5,2.36,0.003
pitcher_ks,CLE@ATH,AWAY,Parker Messick,4.5,3.48,0.2714
pitcher_ks,CLE@ATH,AWAY,Parker Messick,5.5,3.48,0.1402
pitcher_ks,CLE@ATH,AWAY,Parker Messick,6.5,3.48,0.064
pitcher_ks,CLE@ATH,AWAY,Parker Messick,7.5,3.48,0.0261
pitcher_ks,CLE@ATH,HOME,Aaron Civale,4.5,2.25,0.0779
pitcher_ks,CLE@ATH,HOME,Aaron Civale,5.5,2.25,0.0273
pitcher_ks,CLE@ATH,HOME,Aaron Civale,6.5,2.25,0.0084
pitcher_ks,CLE@ATH,HOME,Aaron Civale,7.5,2.25,0.0023
pitcher_ks,NYM@LAA,AWAY,Clay Holmes,4.5,2.44,0.1011
pitcher_ks,NYM@LAA,AWAY,Clay Holmes,5.5,2.44,0.0382
pitcher_ks,NYM@LAA,AWAY,Clay Holmes,6.5,2.44,0.0126
pitcher_ks,NYM@LAA,AWAY,Clay Holmes,7.5,2.44,0.0037
pitcher_ks,NYM@LAA,HOME,Jack Kochanowicz,4.5,2.29,0.0829
pitcher_ks,NYM@LAA,HOME,Jack Kochanowicz,5.5,2.29,0.0296
pitcher_ks,NYM@LAA,HOME,Jack Kochanowicz,6.5,2.29,0.0092
pitcher_ks,NYM@LAA,HOME,Jack Kochanowicz,7.5,2.29,0.0025
pitcher_ks,KC@SEA,AWAY,Kris Bubic,4.5,3.23,0.2253
pitcher_ks,KC@SEA,AWAY,Kris Bubic,5.5,3.23,0.1092
pitcher_ks,KC@SEA,AWAY,Kris Bubic,6.5,3.23,0.0467
pitcher_ks,KC@SEA,AWAY,Kris Bubic,7.5,3.23,0.0178
pitcher_ks,KC@SEA,HOME,Luis Castillo,4.5,2.42,0.098
pitcher_ks,KC@SEA,HOME,Luis Castillo,5.5,2.42,0.0367
pitcher_ks,KC@SEA,HOME,Luis Castillo,6.5,2.42,0.012
pitcher_ks,KC@SEA,HOME,Luis Castillo,7.5,2.42,0.0035
pitcher_ks,CWS@SD,AWAY,Anthony Kay,4.5,2.2,0.0724
pitcher_ks,CWS@SD,AWAY,Anthony Kay,5.5,2.2,0.0249
pitcher_ks,CWS@SD,AWAY,Anthony Kay,6.5,2.2,0.0074
pitcher_ks,CWS@SD,AWAY,Anthony Kay,7.5,2.2,0.002
pitcher_ks,TEX@DET,AWAY,Jack Leiter,4.5,3.01,0.1866
pitcher_ks,TEX@DET,AWAY,Jack Leiter,5.5,3.01,0.0851
pitcher_ks,TEX@DET,AWAY,Jack Leiter,6.5,3.01,0.0341
pitcher_ks,TEX@DET,AWAY,Jack Leiter,7.5,3.01,0.0122
pitcher_ks,TEX@DET,HOME,Tyler Holton,4.5,2.22,0.0742
pitcher_ks,TEX@DET,HOME,Tyler Holton,5.5,2.22,0.0257
pitcher_ks,TEX@DET,HOME,Tyler Holton,6.5,2.22,0.0077
pitcher_ks,TEX@DET,HOME,Tyler Holton,7.5,2.22,0.0021
batter_hits,TOR@MIN,AWAY,slot 1 (id 682818),0.5,0.872,0.626
batter_hits,TOR@MIN,AWAY,slot 1 (id 682818),1.5,0.872,0.209
batter_hits,TOR@MIN,AWAY,slot 2 (id 672960),0.5,0.836,0.6087
batter_hits,TOR@MIN,AWAY,slot 2 (id 672960),1.5,0.836,0.1949
batter_hits,TOR@MIN,AWAY,slot 3 (id 665489),0.5,1.178,0.7523
batter_hits,TOR@MIN,AWAY,slot 3 (id 665489),1.5,1.178,0.3387
batter_hits,TOR@MIN,AWAY,slot 4 (id 660821),0.5,0.826,0.6034
batter_hits,TOR@MIN,AWAY,slot 4 (id 660821),1.5,0.826,0.1908
batter_hits,TOR@MIN,AWAY,slot 5 (id 672820),0.5,0.915,0.646
batter_hits,TOR@MIN,AWAY,slot 5 (id 672820),1.5,0.915,0.2263
batter_hits,TOR@MIN,AWAY,slot 6 (id 662139),0.5,0.822,0.6016
batter_hits,TOR@MIN,AWAY,slot 6 (id 662139),1.5,0.822,0.1894
batter_hits,TOR@MIN,AWAY,slot 7 (id 676391),0.5,1.061,0.7084
batter_hits,TOR@MIN,AWAY,slot 7 (id 676391),1.5,1.061,0.2875
batter_hits,TOR@MIN,AWAY,slot 8 (id 665926),0.5,0.8,0.597
batter_hits,TOR@MIN,AWAY,slot 8 (id 665926),1.5,0.8,0.1788
batter_hits,TOR@MIN,AWAY,slot 9 (id 623168),0.5,0.585,0.4731
batter_hits,TOR@MIN,AWAY,slot 9 (id 623168),1.5,0.585,0.1026
batter_hits,TOR@MIN,HOME,slot 1 (id 621439),0.5,0.849,0.6149
batter_hits,TOR@MIN,HOME,slot 1 (id 621439),1.5,0.849,0.1999
batter_hits,TOR@MIN,HOME,slot 2 (id 663616),0.5,0.921,0.6488
batter_hits,TOR@MIN,HOME,slot 2 (id 663616),1.5,0.921,0.2288
batter_hits,TOR@MIN,HOME,slot 3 (id 668885),0.5,1.087,0.7189
batter_hits,TOR@MIN,HOME,slot 3 (id 668885),1.5,1.087,0.2991
batter_hits,TOR@MIN,HOME,slot 4 (id 605170),0.5,0.696,0.5342
batter_hits,TOR@MIN,HOME,slot 4 (id 605170),1.5,0.696,0.1421
batter_hits,TOR@MIN,HOME,slot 5 (id 807712),0.5,0.699,0.5361
batter_hits,TOR@MIN,HOME,slot 5 (id 807712),1.5,0.699,0.1433
batter_hits,TOR@MIN,HOME,slot 6 (id 665019),0.5,0.653,0.5098
batter_hits,TOR@MIN,HOME,slot 6 (id 665019),1.5,0.653,0.1272
batter_hits,TOR@MIN,HOME,slot 7 (id 668904),0.5,0.607,0.4825
batter_hits,TOR@MIN,HOME,slot 7 (id 668904),1.5,0.607,0.1119
batter_hits,TOR@MIN,HOME,slot 8 (id 670242),0.5,0.463,0.3913
batter_hits,TOR@MIN,HOME,slot 8 (id 670242),1.5,0.463,0.0667
batter_hits,TOR@MIN,HOME,slot 9 (id 686797),0.5,0.729,0.5582
batter_hits,TOR@MIN,HOME,slot 9 (id 686797),1.5,0.729,0.1517
batter_hits,HOU@BOS,AWAY,slot 1 (id 621043),0.5,0.952,0.6629
batter_hits,HOU@BOS,AWAY,slot 1 (id 621043),1.5,0.952,0.2417
batter_hits,HOU@BOS,AWAY,slot 2 (id 670541),0.5,1.065,0.71
batter_hits,HOU@BOS,AWAY,slot 2 (id 670541),1.5,1.065,0.2892
batter_hits,HOU@BOS,AWAY,slot 3 (id 670623),0.5,0.849,0.615
batter_hits,HOU@BOS,AWAY,slot 3 (id 670623),1.5,0.849,0.1999
batter_hits,HOU@BOS,AWAY,slot 4 (id 572233),0.5,0.994,0.681
batter_hits,HOU@BOS,AWAY,slot 4 (id 572233),1.5,0.994,0.2591
batter_hits,HOU@BOS,AWAY,slot 5 (id 514888),0.5,0.798,0.5892
batter_hits,HOU@BOS,AWAY,slot 5 (id 514888),1.5,0.798,0.1799
batter_hits,HOU@BOS,AWAY,slot 6 (id 694728),0.5,0.743,0.5604
batter_hits,HOU@BOS,AWAY,slot 6 (id 694728),1.5,0.743,0.1593
batter_hits,HOU@BOS,AWAY,slot 7 (id 701358),0.5,0.682,0.5265
batter_hits,HOU@BOS,AWAY,slot 7 (id 701358),1.5,0.682,0.1373
batter_hits,HOU@BOS,AWAY,slot 8 (id 543877),0.5,0.901,0.647
batter_hits,HOU@BOS,AWAY,slot 8 (id 543877),1.5,0.901,0.2189
batter_hits,HOU@BOS,AWAY,slot 9 (id 687957),0.5,0.67,0.5245
batter_hits,HOU@BOS,AWAY,slot 9 (id 687957),1.5,0.67,0.1307
batter_hits,HOU@BOS,HOME,slot 1 (id 680776),0.5,0.695,0.5341
batter_hits,HOU@BOS,HOME,slot 1 (id 680776),1.5,0.695,0.142
batter_hits,HOU@BOS,HOME,slot 2 (id 575929),0.5,1.039,0.6998
batter_hits,HOU@BOS,HOME,slot 2 (id 575929),1.5,1.039,0.2783
batter_hits,HOU@BOS,HOME,slot 3 (id 701350),0.5,0.921,0.6487
batter_hits,HOU@BOS,HOME,slot 3 (id 701350),1.5,0.921,0.2287
batter_hits,HOU@BOS,HOME,slot 4 (id 677800),0.5,1.209,0.763
batter_hits,HOU@BOS,HOME,slot 4 (id 677800),1.5,1.209,0.3523
batter_hits,HOU@BOS,HOME,slot 5 (id 655316),0.5,0.897,0.6378
batter_hits,HOU@BOS,HOME,slot 5 (id 655316),1.5,0.897,0.2191
batter_hits,HOU@BOS,HOME,slot 6 (id 691785),0.5,0.964,0.6682
batter_hits,HOU@BOS,HOME,slot 6 (id 691785),1.5,0.964,0.2466
batter_hits,HOU@BOS,HOME,slot 7 (id 678882),0.5,1.047,0.703
batter_hits,HOU@BOS,HOME,slot 7 (id 678882),1.5,1.047,0.2817
batter_hits,HOU@BOS,HOME,slot 8 (id 665966),0.5,0.785,0.5888
batter_hits,HOU@BOS,HOME,slot 8 (id 665966),1.5,0.785,0.1728
batter_hits,HOU@BOS,HOME,slot 9 (id 702332),0.5,0.591,0.4767
batter_hits,HOU@BOS,HOME,slot 9 (id 702332),1.5,0.591,0.1044
batter_hits,CIN@PIT,AWAY,slot 1 (id 670770),0.5,0.729,0.5527
batter_hits,CIN@PIT,AWAY,slot 1 (id 670770),1.5,0.729,0.1541
batter_hits,CIN@PIT,AWAY,slot 2 (id 668709),0.5,0.884,0.6317
batter_hits,CIN@PIT,AWAY,slot 2 (id 668709),1.5,0.884,0.2139
batter_hits,CIN@PIT,AWAY,slot 3 (id 682829),0.5,0.999,0.6834
batter_hits,CIN@PIT,AWAY,slot 3 (id 682829),1.5,0.999,0.2615
batter_hits,CIN@PIT,AWAY,slot 4 (id 701398),0.5,0.938,0.6567
batter_hits,CIN@PIT,AWAY,slot 4 (id 701398),1.5,0.938,0.2359
batter_hits,CIN@PIT,AWAY,slot 5 (id 663993),0.5,1.039,0.6998
batter_hits,CIN@PIT,AWAY,slot 5 (id 663993),1.5,1.039,0.2783
batter_hits,CIN@PIT,AWAY,slot 6 (id 668715),0.5,0.877,0.6283
batter_hits,CIN@PIT,AWAY,slot 6 (id 668715),1.5,0.877,0.211
batter_hits,CIN@PIT,AWAY,slot 7 (id 666181),0.5,0.707,0.5408
batter_hits,CIN@PIT,AWAY,slot 7 (id 666181),1.5,0.707,0.1463
batter_hits,CIN@PIT,AWAY,slot 8 (id 624431),0.5,0.773,0.5828
batter_hits,CIN@PIT,AWAY,slot 8 (id 624431),1.5,0.773,0.1685
batter_hits,CIN@PIT,AWAY,slot 9 (id 680574),0.5,0.631,0.5016
batter_hits,CIN@PIT,AWAY,slot 9 (id 680574),1.5,0.631,0.1176
batter_hits,CIN@PIT,HOME,slot 1 (id 665833),0.5,0.873,0.6264
batter_hits,CIN@PIT,HOME,slot 1 (id 665833),1.5,0.873,0.2093
batter_hits,CIN@PIT,HOME,slot 2 (id 664040),0.5,0.849,0.6149
batter_hits,CIN@PIT,HOME,slot 2 (id 664040),1.5,0.849,0.1999
batter_hits,CIN@PIT,HOME,slot 3 (id 668804),0.5,0.897,0.6376
batter_hits,CIN@PIT,HOME,slot 3 (id 668804),1.5,0.897,0.2189
batter_hits,CIN@PIT,HOME,slot 4 (id 656811),0.5,1.073,0.7133
batter_hits,CIN@PIT,HOME,slot 4 (id 656811),1.5,1.073,0.2929
batter_hits,CIN@PIT,HOME,slot 5 (id 693304),0.5,1.141,0.739
batter_hits,CIN@PIT,HOME,slot 5 (id 693304),1.5,1.141,0.3224
batter_hits,CIN@PIT,HOME,slot 6 (id 542303),0.5,0.628,0.4951
batter_hits,CIN@PIT,HOME,slot 6 (id 542303),1.5,0.628,0.1188
batter_hits,CIN@PIT,HOME,slot 7 (id 687462),0.5,0.849,0.6149
batter_hits,CIN@PIT,HOME,slot 7 (id 687462),1.5,0.849,0.1999
batter_hits,CIN@PIT,HOME,slot 8 (id 804606),0.5,0.773,0.5823
batter_hits,CIN@PIT,HOME,slot 8 (id 804606),1.5,0.773,0.1681
batter_hits,CIN@PIT,HOME,slot 9 (id 663698),0.5,0.579,0.4692
batter_hits,CIN@PIT,HOME,slot 9 (id 663698),1.5,0.579,0.1007
batter_hits,BAL@NYY,AWAY,slot 1 (id 621493),0.5,0.775,0.5777
batter_hits,BAL@NYY,AWAY,slot 1 (id 621493),1.5,0.775,0.1714
batter_hits,BAL@NYY,AWAY,slot 2 (id 668939),0.5,0.823,0.6019
batter_hits,BAL@NYY,AWAY,slot 2 (id 668939),1.5,0.823,0.1896
batter_hits,BAL@NYY,AWAY,slot 3 (id 624413),0.5,0.539,0.4394
batter_hits,BAL@NYY,AWAY,slot 3 (id 624413),1.5,0.539,0.0903
batter_hits,BAL@NYY,AWAY,slot 4 (id 641933),0.5,0.578,0.4645
batter_hits,BAL@NYY,AWAY,slot 4 (id 641933),1.5,0.578,0.1025
batter_hits,BAL@NYY,AWAY,slot 5 (id 691723),0.5,0.421,0.3588
batter_hits,BAL@NYY,AWAY,slot 5 (id 691723),1.5,0.421,0.0574
batter_hits,BAL@NYY,AWAY,slot 6 (id 665750),0.5,0.723,0.5495
batter_hits,BAL@NYY,AWAY,slot 6 (id 665750),1.5,0.723,0.1519
batter_hits,BAL@NYY,AWAY,slot 7 (id 669236),0.5,0.683,0.5274
batter_hits,BAL@NYY,AWAY,slot 7 (id 669236),1.5,0.683,0.1378
batter_hits,BAL@NYY,AWAY,slot 8 (id 642215),0.5,0.564,0.459
batter_hits,BAL@NYY,AWAY,slot 8 (id 642215),1.5,0.564,0.0957
batter_hits,BAL@NYY,AWAY,slot 9 (id 677942),0.5,0.4,0.3462
batter_hits,BAL@NYY,AWAY,slot 9 (id 677942),1.5,0.4,0.0508
batter_hits,BAL@NYY,HOME,slot 1 (id 663757),0.5,0.672,0.5208
batter_hits,BAL@NYY,HOME,slot 1 (id 663757),1.5,0.672,0.1338
batter_hits,BAL@NYY,HOME,slot 2 (id 700250),0.5,1.32,0.7985
batter_hits,BAL@NYY,HOME,slot 2 (id 700250),1.5,1.32,0.4015
batter_hits,BAL@NYY,HOME,slot 3 (id 592450),0.5,1.024,0.6936
batter_hits,BAL@NYY,HOME,slot 3 (id 592450),1.5,1.024,0.2719
batter_hits,BAL@NYY,HOME,slot 4 (id 641355),0.5,1.104,0.7252
batter_hits,BAL@NYY,HOME,slot 4 (id 641355),1.5,1.104,0.3063
batter_hits,BAL@NYY,HOME,slot 5 (id 665862),0.5,0.836,0.6085
batter_hits,BAL@NYY,HOME,slot 5 (id 665862),1.5,0.836,0.1948
batter_hits,BAL@NYY,HOME,slot 6 (id 691176),0.5,0.98,0.6751
batter_hits,BAL@NYY,HOME,slot 6 (id 691176),1.5,0.98,0.2533
batter_hits,BAL@NYY,HOME,slot 7 (id 669224),0.5,0.812,0.5965
batter_hits,BAL@NYY,HOME,slot 7 (id 669224),1.5,0.812,0.1854
batter_hits,BAL@NYY,HOME,slot 8 (id 641857),0.5,0.599,0.4813
batter_hits,BAL@NYY,HOME,slot 8 (id 641857),1.5,0.599,0.1068
batter_hits,BAL@NYY,HOME,slot 9 (id 676609),0.5,0.907,0.6498
batter_hits,BAL@NYY,HOME,slot 9 (id 676609),1.5,0.907,0.2213
batter_hits,MIL@WSH,AWAY,slot 1 (id 668930),0.5,1.083,0.7173
batter_hits,MIL@WSH,AWAY,slot 1 (id 668930),1.5,1.083,0.2973
batter_hits,MIL@WSH,AWAY,slot 2 (id 661388),0.5,1.147,0.741
batter_hits,MIL@WSH,AWAY,slot 2 (id 661388),1.5,1.147,0.3248
batter_hits,MIL@WSH,AWAY,slot 3 (id 596142),0.5,0.778,0.579
batter_hits,MIL@WSH,AWAY,slot 3 (id 596142),1.5,0.778,0.1724
batter_hits,MIL@WSH,AWAY,slot 4 (id 641343),0.5,0.905,0.6414
batter_hits,MIL@WSH,AWAY,slot 4 (id 641343),1.5,0.905,0.2222
batter_hits,MIL@WSH,AWAY,slot 5 (id 669003),0.5,0.89,0.6344
batter_hits,MIL@WSH,AWAY,slot 5 (id 669003),1.5,0.89,0.2161
batter_hits,MIL@WSH,AWAY,slot 6 (id 663604),0.5,1.001,0.6842
batter_hits,MIL@WSH,AWAY,slot 6 (id 663604),1.5,1.001,0.2623
batter_hits,MIL@WSH,AWAY,slot 7 (id 686217),0.5,0.789,0.5848
batter_hits,MIL@WSH,AWAY,slot 7 (id 686217),1.5,0.789,0.1767
batter_hits,MIL@WSH,AWAY,slot 8 (id 666152),0.5,0.824,0.6092
batter_hits,MIL@WSH,AWAY,slot 8 (id 666152),1.5,0.824,0.188
batter_hits,MIL@WSH,AWAY,slot 9 (id 687401),0.5,0.606,0.4858
batter_hits,MIL@WSH,AWAY,slot 9 (id 687401),1.5,0.606,0.1091
batter_hits,MIL@WSH,HOME,slot 1 (id 695578),0.5,1.457,0.8367
batter_hits,MIL@WSH,HOME,slot 1 (id 695578),1.5,1.457,0.4623
batter_hits,MIL@WSH,HOME,slot 2 (id 671277),0.5,1.457,0.8367
batter_hits,MIL@WSH,HOME,slot 2 (id 671277),1.5,1.457,0.4623
batter_hits,MIL@WSH,HOME,slot 3 (id 696285),0.5,1.476,0.8413
batter_hits,MIL@WSH,HOME,slot 3 (id 696285),1.5,1.476,0.4704
batter_hits,MIL@WSH,HOME,slot 4 (id 682928),0.5,1.769,0.9033
batter_hits,MIL@WSH,HOME,slot 4 (id 682928),1.5,1.769,0.5965
batter_hits,MIL@WSH,HOME,slot 5 (id 695734),0.5,1.543,0.8576
batter_hits,MIL@WSH,HOME,slot 5 (id 695734),1.5,1.543,0.5
batter_hits,MIL@WSH,HOME,slot 6 (id 683083),0.5,1.273,0.7841
batter_hits,MIL@WSH,HOME,slot 6 (id 683083),1.5,1.273,0.3808
batter_hits,MIL@WSH,HOME,slot 7 (id 677588),0.5,1.586,0.8673
batter_hits,MIL@WSH,HOME,slot 7 (id 677588),1.5,1.586,0.5186
batter_hits,MIL@WSH,HOME,slot 8 (id 678391),0.5,1.463,0.8495
batter_hits,MIL@WSH,HOME,slot 8 (id 678391),1.5,1.463,0.4713
batter_hits,MIL@WSH,HOME,slot 9 (id 660688),0.5,0.996,0.6905
batter_hits,MIL@WSH,HOME,slot 9 (id 660688),1.5,0.996,0.2593
batter_hits,SF@TB,AWAY,slot 1 (id 671218),0.5,0.934,0.6546
batter_hits,SF@TB,AWAY,slot 1 (id 671218),1.5,0.934,0.234
batter_hits,SF@TB,AWAY,slot 2 (id 646240),0.5,0.727,0.5517
batter_hits,SF@TB,AWAY,slot 2 (id 646240),1.5,0.727,0.1534
batter_hits,SF@TB,AWAY,slot 3 (id 669477),0.5,1.033,0.6975
batter_hits,SF@TB,AWAY,slot 3 (id 669477),1.5,1.033,0.2759
batter_hits,SF@TB,AWAY,slot 4 (id 650333),0.5,1.092,0.7207
batter_hits,SF@TB,AWAY,slot 4 (id 650333),1.5,1.092,0.3011
batter_hits,SF@TB,AWAY,slot 5 (id 656305),0.5,0.875,0.6275
batter_hits,SF@TB,AWAY,slot 5 (id 656305),1.5,0.875,0.2102
batter_hits,SF@TB,AWAY,slot 6 (id 642715),0.5,0.668,0.5187
batter_hits,SF@TB,AWAY,slot 6 (id 642715),1.5,0.668,0.1325
batter_hits,SF@TB,AWAY,slot 7 (id 808982),0.5,0.992,0.6803
batter_hits,SF@TB,AWAY,slot 7 (id 808982),1.5,0.992,0.2584
batter_hits,SF@TB,AWAY,slot 8 (id 666464),0.5,0.567,0.4611
batter_hits,SF@TB,AWAY,slot 8 (id 666464),1.5,0.567,0.0967
batter_hits,SF@TB,AWAY,slot 9 (id 606992),0.5,0.738,0.5637
batter_hits,SF@TB,AWAY,slot 9 (id 606992),1.5,0.738,0.1554
batter_hits,SF@TB,HOME,slot 1 (id 802415),0.5,1.436,0.8313
batter_hits,SF@TB,HOME,slot 1 (id 802415),1.5,1.436,0.4532
batter_hits,SF@TB,HOME,slot 2 (id 691406),0.5,1.197,0.7589
batter_hits,SF@TB,HOME,slot 2 (id 691406),1.5,1.197,0.347
batter_hits,SF@TB,HOME,slot 3 (id 666018),0.5,1.05,0.7041
batter_hits,SF@TB,HOME,slot 3 (id 666018),1.5,1.05,0.2829
batter_hits,SF@TB,HOME,slot 4 (id 668723),0.5,1.367,0.8124
batter_hits,SF@TB,HOME,slot 4 (id 668723),1.5,1.367,0.4226
batter_hits,SF@TB,HOME,slot 5 (id 641584),0.5,1.133,0.7359
batter_hits,SF@TB,HOME,slot 5 (id 641584),1.5,1.133,0.3187
batter_hits,SF@TB,HOME,slot 6 (id 810938),0.5,1.11,0.7274
batter_hits,SF@TB,HOME,slot 6 (id 810938),1.5,1.11,0.3087
batter_hits,SF@TB,HOME,slot 7 (id 656775),0.5,0.612,0.4855
batter_hits,SF@TB,HOME,slot 7 (id 656775),1.5,0.612,0.1136
batter_hits,SF@TB,HOME,slot 8 (id 663743),0.5,1.043,0.7103
batter_hits,SF@TB,HOME,slot 8 (id 663743),1.5,1.043,0.2797
batter_hits,SF@TB,HOME,slot 9 (id 670764),0.5,0.818,0.606
batter_hits,SF@TB,HOME,slot 9 (id 670764),1.5,0.818,0.1856
batter_hits,PHI@MIA,AWAY,slot 1 (id 607208),0.5,1.171,0.7499
batter_hits,PHI@MIA,AWAY,slot 1 (id 607208),1.5,1.171,0.3356
batter_hits,PHI@MIA,AWAY,slot 2 (id 656941),0.5,1.008,0.687
batter_hits,PHI@MIA,AWAY,slot 2 (id 656941),1.5,1.008,0.2651
batter_hits,PHI@MIA,AWAY,slot 3 (id 547180),0.5,1.229,0.7696
batter_hits,PHI@MIA,AWAY,slot 3 (id 547180),1.5,1.229,0.361
batter_hits,PHI@MIA,AWAY,slot 4 (id 664761),0.5,0.773,0.5763
batter_hits,PHI@MIA,AWAY,slot 4 (id 664761),1.5,0.773,0.1704
batter_hits,PHI@MIA,AWAY,slot 5 (id 669016),0.5,1.459,0.8372
